FID,Shape,OBJECTID,FIN,ACRES,SHORELINE_,WATER,SHAPE_AREA,SHAPE_LEN,POLY_AREA,PERIMETER
583,Polygon ZM,584,C-15-P90,708.8,13.6,Oseetah Lake,2868386.538,21875.98037,708.793123,21875.98037
584,Polygon ZM,585,C-15-28-P73,801.2,6.7,Silver Lake,3242161.1,10773.19696,801.154747,10773.19696
587,Polygon ZM,588,H-365-C-P121B,0.2,0.1,Unnamed Water,972.69447,128.062244,0.240358,128.062244
597,Polygon ZM,598,C-15-P110-6-P114-5-P182,4.7,0.3,Mud Pond,19128.17038,556.541194,4.72667,556.541194
598,Polygon ZM,599,C-P120-A-P121,1.2,0.2,Frog Pond,4816.481078,279.654881,1.190177,279.654881
599,Polygon ZM,600,C-P152,1,0.2,Unnamed Water,4029.575595,241.453458,0.995729,241.453458
600,Polygon ZM,601,C-P5108,1.4,0.2,Unnamed Water,5649.223062,285.754465,1.395952,285.754465
601,Polygon ZM,602,C-15-P5095,447.7,9,Franklin Falls Pond,1811623.343,14534.09641,447.661481,14534.09641
610,Polygon ZM,611,C-P167,1.2,0.2,Unnamed Water,4689.393714,261.562949,1.158773,261.562949
620,Polygon ZM,621,C-P117,8,0.4,Sunrise Pond,32182.97946,653.542608,7.95258,653.542608
621,Polygon ZM,622,C-15-60-4-P95,2.3,0.3,Otter Pond,9219.692099,507.324534,2.278234,507.324534
622,Polygon ZM,623,C-15-P110-8-P209,180.2,4.8,Weller Pond,729213.3558,7730.223677,180.192385,7730.223677
623,Polygon ZM,624,C-15-22-24-P48,355.4,8,Loon Lake,1438382.084,12882.39398,355.431639,12882.39398
631,Polygon ZM,632,SL-2-59-32-P5087,1.5,0.2,Unnamed Water,5884.117001,328.225751,1.453996,328.225751
632,Polygon ZM,633,SL-2-48-P310,0.3,0.1,Unnamed Water,1074.119958,122.458254,0.265421,122.458254
645,Polygon ZM,646,SL-2-48-16-P5095,0.7,0.1,Unnamed Water,2810.243438,211.223047,0.694426,211.223047
646,Polygon ZM,647,SL-2-48-17-P5099,0.8,0.1,Unnamed Water,3193.374416,225.963035,0.789099,225.963035
655,Polygon ZM,656,C-134-4-19-8-P432,194.2,4.4,Hadlock Pond,785820.4315,7066.323422,194.180286,7066.323422
657,Polygon ZM,658,SL-2-48-20B-P5138,2.4,0.3,Mud Pond,9568.381795,419.269662,2.364397,419.269662
658,Polygon ZM,659,C-15-P110-6-P114-9-P199,973.6,6.2,Lake Clear,3940231.529,9924.954959,973.651554,9924.954959
682,Polygon ZM,683,SL-P5112,0.5,0.1,Unnamed Water,1870.761454,209.609249,0.462275,209.609249
692,Polygon ZM,693,SL-2-48-4-3-3-P5035,2,0.2,Unnamed Water,8143.394387,352.046923,2.012275,352.046923
694,Polygon ZM,695,SL-2-59-32-2-P355,24.5,3,Sevey Pond,99330.61933,4905.887902,24.545109,4905.887902
702,Polygon ZM,703,SLC-29-P50-1-P51-1A-P52,0.6,0.1,Papoose Lake,2259.11491,182.781304,0.558239,182.781304
703,Polygon ZM,704,SLC-21-P2,2564.1,18.3,Upper Chateaugay Lake,10376550.94,29425.9749,2564.099312,29425.9749
725,Polygon ZM,726,C-P5368,0.2,0.1,Mayes Pond,951.035302,120.512059,0.235006,120.512059
726,Polygon ZM,727,C-P126,2.2,0.2,Little Echo Pond,8730.394554,356.281552,2.157326,356.281552
727,Polygon ZM,728,C-P120,210.5,4.9,Polliwog Pond,851742.7241,7960.875565,210.470025,7960.875565
743,Polygon ZM,744,C-P171,0.6,0.2,Unnamed Water,2555.996256,242.334785,0.6316,242.334785
744,Polygon ZM,745,C-P184,5.2,0.3,Twelfth Tee Pond,21002.37131,545.158564,5.189794,545.158564
745,Polygon ZM,746,C-15-P110-6-P114-5-P142,233.6,6.1,Floodwood Pond,945440.2008,9757.27142,233.623155,9757.27142
746,Polygon ZM,747,C-P141A,2.1,0.2,Little North Whey Pond,8567.297976,338.599813,2.117024,338.599813
760,Polygon ZM,761,C-P5109,4.1,0.3,Line Pond,16682.68755,486.033221,4.122378,486.033221
761,Polygon ZM,762,C-15-22-P55,379.5,8.1,Lake Kushaqua,1535633.96,13081.02036,379.46308,13081.02036
778,Polygon ZM,779,C-15-P110-6-P114-9-P198,118.1,5.2,Lake Clear Outlet,477931.0583,8364.559955,118.099232,8364.559955
792,Polygon ZM,793,C-15-P110-6-P114-9-1-P191-2-P193,12,0.5,Bone Pond,48412.52926,824.395113,11.962986,824.395113
793,Polygon ZM,794,C-15-60-1-P5131,0.9,0.2,Unnamed Water,3518.930642,248.339636,0.869546,248.339636
794,Polygon ZM,795,C-P189,1.4,0.2,Unnamed Water,5703.053545,335.801984,1.409254,335.801984
795,Polygon ZM,796,C-15-P110,1325,12.1,Middle Saranac Lake,5362221.003,19508.76262,1325.032495,19508.76262
796,Polygon ZM,797,C-15-P110-6-P114-9-1-P191,352.5,5.9,Little Clear Pond,1426580.347,9454.808987,352.515369,9454.808987
797,Polygon ZM,798,C-15-P74,1570.7,20,Union Falls Pond,6356439.361,32127.39132,1570.708985,32127.39132
809,Polygon ZM,810,C-15-P110-6-P114-9-1-H100,0.6,0.2,Adirondack Fish Hatchery,2629.345369,272.040803,0.649725,272.040803
810,Polygon ZM,811,C-P5364,0.4,0.1,Bad News Pond,1668.941936,196.321396,0.412404,196.321396
828,Polygon ZM,829,SL-P5154,0.6,0.1,Unnamed Water,2256.970868,174.179742,0.557709,174.179742
830,Polygon ZM,831,SL-P334,0.9,0.1,Deerskin Pond,3687.255077,229.717091,0.91114,229.717091
839,Polygon ZM,840,C-15-P110-6-P114-5-7-P149-1-P5150,0.5,0.2,Unnamed Water,1968.76479,292.558748,0.486492,292.558748
840,Polygon ZM,841,C-15-P110-6-P114-9-1-H100,0.4,0.1,Adirondack Fish Hatchery,1453.649474,176.867161,0.359204,176.867161
841,Polygon ZM,842,C-P172,3,0.3,Unnamed Water,12267.22332,493.220106,3.031294,493.220106
842,Polygon ZM,843,C-15-P110-6-P114-5-7-1-P5149,2.1,0.3,Unnamed Water,8389.737956,515.374218,2.073148,515.374218
854,Polygon ZM,855,C-P202,2.2,0.2,Unnamed Water,8910.150384,339.429237,2.201744,339.429237
855,Polygon ZM,856,C-15-52-P5100,1.2,0.2,Unnamed Water,4896.256648,356.899618,1.20989,356.899618
856,Polygon ZM,857,C-P54,1.1,0.2,Unnamed Water,4487.930728,246.796864,1.108991,246.796864
946,Polygon ZM,947,C-134-4-19-8-P436,122.4,3.1,Lake Nebo,495298.4523,5005.30134,122.390805,5005.30134
968,Polygon ZM,969,SL-2-59-18-1-P5090,1,0.2,Unnamed Water,3934.933664,281.322448,0.972342,281.322448
969,Polygon ZM,970,SL-2-45-P5073,1.3,0.2,Unnamed Water,5087.706989,314.209202,1.257199,314.209202
1002,Polygon ZM,1003,C-15-P86,311.7,8.8,Lake Flower,1261483.702,14137.9231,311.719136,14137.9231
1003,Polygon ZM,1004,C-P127A,1,0.1,Little Egg Pond,3867.604366,235.308074,0.955705,235.308074
1004,Polygon ZM,1005,C-15-64-P100,281.4,4.7,Kiwassa Lake,1138781.473,7626.5078,281.398781,7626.5078
1005,Polygon ZM,1006,C-15-P110-6-P114-5-7-P149,344.3,8.5,Long Pond,1393155.9,13601.53971,344.256016,13601.53971
1481,Polygon ZM,1482,H-240-180-P929-4-P938,87.503316,4.206571,Pillsbury Lake,354114.7748,6769.83282,87.503589,6769.83282
1482,Polygon ZM,1483,H-240-180-P929-4-5-P5382,0.247225,0.083709,Unnamed Water,1000.487318,134.717589,0.247226,134.717589
1483,Polygon ZM,1484,H-240-180-P929-2-P931,242.050947,4.1377,West Lake,979549.3472,6658.995451,242.051701,6658.995451
1484,Polygon ZM,1485,H-240-180-P929-2-P931-1-P5383,0.754347,0.148,Unnamed Water,3052.748075,238.18328,0.75435,238.18328
1495,Polygon ZM,1496,H-240-180-91-4-1-P916,2.520002,0.30293,Unnamed Water,10198.12665,487.520359,2.52001,487.520359
1496,Polygon ZM,1497,H-240-180-91-P5366,0.668174,0.138772,Unnamed Water,2704.014076,223.332351,0.668176,223.332351
1510,Polygon ZM,1511,H-240-180-87-P908,178.541522,3.902961,Spruce Lake,722534.7958,6281.219195,178.542079,6281.219195
1511,Polygon ZM,1512,H-240-P910A,10.530341,0.495239,Caswell Lake,42614.94783,797.011501,10.530374,797.011501
1520,Polygon ZM,1521,H-240-180-85-12-5-P890,5.155486,0.362054,Pea Pond,20863.59569,582.670596,5.155502,582.670596
1609,Polygon ZM,1610,H-240-180-69-2-P838,3.496782,0.309176,White Lead Lake,14151.03168,497.571132,3.496793,497.571132
1610,Polygon ZM,1611,H-240-180-70-12-P5365,0.326081,0.102246,Unnamed Water,1319.606606,164.550017,0.326082,164.550017
1611,Polygon ZM,1612,H-240-180-68-P834,2.658332,0.268196,Unnamed Water,10757.9324,431.620258,2.658341,431.620258
1612,Polygon ZM,1613,H-240-180-68-P834-1-P841,2.512022,0.249549,Spectacle Lake,10165.8313,401.610193,2.512029,401.610193
1629,Polygon ZM,1630,H-240-180-70-7A-P5318,0.622982,0.139822,Unnamed Water,2521.127543,225.022521,0.622984,225.022521
1630,Polygon ZM,1631,H-240-180-70-7A-P5319,0.79505,0.147178,Unnamed Water,3217.467415,236.860476,0.795053,236.860476
1631,Polygon ZM,1632,H-240-P806,0.954768,0.15036,Unnamed Water,3863.82393,241.981623,0.954771,241.981623
1646,Polygon ZM,1647,H-240-180-84-P877,824.143969,10.217121,Honnedaga Lake,3335205.655,16442.89556,824.146537,16442.89556
1647,Polygon ZM,1648,H-240-180-85-P897,90.768687,4.491046,Metcalf Lake,367329.3117,7227.652214,90.768969,7227.652214
1650,Polygon ZM,1651,H-240-180-P799-19-11-3-P816-2-P817-1-P819A,1.450812,0.23827,Unnamed Water,5871.252804,383.458621,1.450817,383.458621
1660,Polygon ZM,1661,H-240-180-P799-19-16-P5361,0.79563,0.142369,Unnamed Water,3219.811485,229.121638,0.795632,229.121638
1662,Polygon ZM,1663,H-240-144-13-P717-1-P718-2-2-A1-P719,107.655943,3.679769,Nine Corner Lake,435669.8876,5922.025796,107.656279,5922.025796
1663,Polygon ZM,1664,H-240-144-21-7-P745,242.702772,3.982861,Pleasant Lake,982187.2023,6409.806892,242.703529,6409.806892
1665,Polygon ZM,1666,H-240-180-P799,2683.676961,25.497382,Hinckley Reservoir,10860498.79,41034.14055,2683.685324,41034.14055
1666,Polygon ZM,1667,H-240-P782,8.444112,0.470924,Franks Pond,34172.24737,757.879443,8.444139,757.879443
1667,Polygon ZM,1668,H-240-180-P799-19-11-9-P5314,0.126792,0.076835,Unnamed Water,513.112426,123.654836,0.126793,123.654836
1668,Polygon ZM,1669,H-240-180-P799-19-11-3-P816-2-P817,380.554527,5.503368,Jerseyfield Lake,1540055.692,8856.830185,380.555713,8856.830185
1669,Polygon ZM,1670,H-240-144-38A-P781,0.517995,0.104097,Mountain Pond,2096.260769,167.527956,0.517997,167.527956
1685,Polygon ZM,1686,H-240-180-78-4A-P871A,4.584502,0.494862,Unnamed Water,18552.8939,796.404341,4.584516,796.404341
1687,Polygon ZM,1688,H-240-180-85-11-P883,78.539317,2.795056,Big Rock Lake,317838.6107,4498.215064,78.539562,4498.215064
1697,Polygon ZM,1698,H-240-180-70-2A-P5315,4,0.4,Unnamed Water,16055.06894,686.515182,3.96729,686.515182
1698,Polygon ZM,1699,H-240-180-76-P869,3.438194,0.355128,Gid Lake,13913.93226,571.524807,3.438204,571.524807
1699,Polygon ZM,1700,H-240-180-74-4-P5362,2.259594,0.327302,Unnamed Water,9144.287992,526.743344,2.259601,526.743344
1715,Polygon ZM,1716,H-240-127-P697-1-P698-3-1B-P698F,0.259405,0.074206,Unnamed Water,1049.778587,119.422895,0.259406,119.422895
1717,Polygon ZM,1718,H-240-127-P697-1-P698-3-1A-P698D,0.310633,0.09057,Unnamed Water,1257.094079,145.75812,0.310634,145.75812
1749,Polygon ZM,1750,SL-25-99-P5296,1.005201,0.177919,Unnamed Water,4067.920384,286.334093,1.005204,286.334093
1750,Polygon ZM,1751,SL-25-101-33-1-1-P295,0.362219,0.088258,Eskar Pond,1465.852635,142.037821,0.36222,142.037821
1751,Polygon ZM,1752,SL-25-P309-11-4-P5314,1.804272,0.215597,Unnamed Water,7301.658806,346.969793,1.804278,346.969793
1753,Polygon ZM,1754,SL-25-P265,137.859035,6.345809,Flat Rock Reservoir,557897.954,10212.61004,137.859465,10212.61004
1760,Polygon ZM,1761,SL-25-73-19-5-1-P132,1.882313,0.19698,Twin Ponds,7617.480399,317.0087,1.882319,317.0087
1761,Polygon ZM,1762,SL-25-114-1-P5271,0.717236,0.177388,Unnamed Water,2902.561009,285.478399,0.717238,285.478399
1762,Polygon ZM,1763,SL-25-101-34A-P297,2.450214,0.285516,Unnamed Water,9915.704616,459.494714,2.450222,459.494714
1763,Polygon ZM,1764,SL-25-P279,1.88182,0.206926,Readway Pond,7615.486172,333.015862,1.881826,333.015862
1765,Polygon ZM,1766,SL-25-132-P373,127.227103,4.17736,Crooked Lake,514871.88,6722.821914,127.2275,6722.821914
1766,Polygon ZM,1767,SL-25-P124,4.592828,0.340467,Mud Pond,18586.59115,547.929006,4.592843,547.929006
1778,Polygon ZM,1779,H-240-180-P799-19-11-3-P816-2-P5312,1.820622,0.423057,Unnamed Water,7367.826536,680.845471,1.820628,680.845471
1780,Polygon ZM,1781,H-240-180-P799-19-27-P827A,0.111822,0.051589,Unnamed Water,452.529822,83.024946,0.111822,83.024946
1781,Polygon ZM,1782,H-240-180-P799-19-22-2-P5309,0.337898,0.08801,Unnamed Water,1367.430406,141.638203,0.337899,141.638203
1797,Polygon ZM,1798,H-240-180-P799-19-P827,282.20824,6.911505,Black Creek Reservoir,1142060.795,11123.01163,282.209119,11123.01163
1798,Polygon ZM,1799,H-240-144-28-1-P760,166.35241,4.691493,Spectacle Lake,673207.0128,7550.240695,166.352929,7550.240695
1800,Polygon ZM,1801,H-240-P761A,2.306916,0.323985,Unnamed Water,9335.796551,521.40508,2.306924,521.40508
1801,Polygon ZM,1802,H-240-144-9-15-P708,112.345665,5.071958,Klondike Reservoir,454648.5945,8162.541013,112.346015,8162.541013
1803,Polygon ZM,1804,H-240-144-13-P717,531.73026,6.296158,Canada Lake,2151844.624,10132.70497,531.731917,10132.70497
1804,Polygon ZM,1805,H-240-144-13-P716,81.781581,5.263229,Lily Lake,330959.6389,8470.363536,81.781836,8470.363536
1805,Polygon ZM,1806,H-240-127-P697,233.925074,5.193992,East Caroga Lake,946664.9741,8358.936088,233.925803,8358.936088
1816,Polygon ZM,1817,H-240-144-28-P762-2-P762A,5.405415,0.553124,Unnamed Water,21875.02467,890.168129,5.405432,890.168129
1831,Polygon ZM,1832,H-240-144-13-P717-2-P727-1-P728,2.16825,0.257556,Fish Hatchery Pond,8774.630515,414.497239,2.168257,414.497239
1844,Polygon ZM,1845,SL-25-P277,0.611651,0.11447,Readway Ponds,2475.273744,184.22157,0.611653,184.22157
1860,Polygon ZM,1861,SL-25-101-25-3-P5254,0.895584,0.209805,Unnamed Water,3624.314931,337.648822,0.895587,337.648822
1861,Polygon ZM,1862,SL-25-101-29-3-P5145,1.150734,0.178054,Unnamed Water,4656.87444,286.550889,1.150738,286.550889
1879,Polygon ZM,1880,SL-25-73-26-24-P5195,0.513242,0.133847,Unnamed Water,2077.026971,215.407006,0.513244,215.407006
1893,Polygon ZM,1894,SL-25-73-26-P5203,0.860803,0.259349,Unnamed Water,3483.559271,417.383247,0.860805,417.383247
1894,Polygon ZM,1895,SL-25-P309,6795.191579,79.937891,Cranberry Lake,27499274.68,128647.8225,6795.212753,128647.8225
1898,Polygon ZM,1899,SL-25-73-26-40-P191-4-P5205,2.520841,0.348478,Unnamed Water,10201.52342,560.821783,2.520849,560.821783
1904,Polygon ZM,1905,SL-25-73-26-16-P170,2.021375,0.623148,Unnamed Water,8180.246346,1002.860876,2.021381,1002.860876
1908,Polygon ZM,1909,SL-25-99-P5228,2.383859,0.285221,Unnamed Water,9647.172838,459.019194,2.383866,459.019194
1909,Polygon ZM,1910,SL-25-P309-15-P5306,1.014548,0.176126,Unnamed Water,4105.746593,283.447662,1.014551,283.447662
1911,Polygon ZM,1912,SL-25-73-43-3-P243,0.587975,0.131032,Unnamed Water,2379.461368,210.875366,0.587977,210.875366
1924,Polygon ZM,1925,SL-25-73-26-40-5-P189-2-P5198,0.68656,0.190287,Unnamed Water,2778.420188,306.2371,0.686562,306.2371
1925,Polygon ZM,1926,SL-25-99-P5234,0.988262,0.203151,Unnamed Water,3999.369884,326.940159,0.988265,326.940159
1926,Polygon ZM,1927,SL-25-73-46-P246,9.095493,0.584089,Buck Pond,36808.30148,940.001548,9.095521,940.001548
1927,Polygon ZM,1928,SL-25-99-P5291,0.958372,0.162365,Unnamed Water,3878.408818,261.302301,0.958375,261.302301
1928,Polygon ZM,1929,SL-25-73-43-4-P5322,0.366834,0.112733,Unnamed Water,1484.530189,181.426917,0.366835,181.426917
1932,Polygon ZM,1933,SL-25-P5275,0.700737,0.160187,Unnamed Water,2835.794609,257.796546,0.700739,257.796546
1938,Polygon ZM,1939,SL-25-101-P5273,223.797565,9.151077,Little River,905680.2353,14727.26007,223.798262,14727.26007
1939,Polygon ZM,1940,SL-25-73-19-3-6-1-1-P120,79.164278,2.303215,Portaferry Lake,320367.7474,3706.672024,79.164524,3706.672024
1941,Polygon ZM,1942,SL-25-101-30-P5247,232.486608,3.514327,Unnamed Water,940843.687,5655.772399,232.487333,5655.772399
1943,Polygon ZM,1944,SL-25-138-P5301,0.782286,0.143138,Unnamed Water,3165.812718,230.35872,0.782289,230.35872
1944,Polygon ZM,1945,SL-25-73-26-42-P5202,0.98164,0.18223,Unnamed Water,3972.572527,293.271036,0.981643,293.271036
1945,Polygon ZM,1946,SL-25-73-26-38-3-P182,1.209121,0.186343,Unnamed Water,4893.159613,299.890092,1.209125,299.890092
1956,Polygon ZM,1957,SL-25-P5238,1.74018,0.223401,Unnamed Water,7042.28697,359.52961,1.740185,359.52961
1957,Polygon ZM,1958,SL-25-P5260,1.718871,0.237396,Unnamed Water,6956.050591,382.053027,1.718876,382.053027
1958,Polygon ZM,1959,SL-25-73-42-P5225,0.272155,0.080689,Unnamed Water,1101.375056,129.857316,0.272155,129.857316
1971,Polygon ZM,1972,C-128-18-P413,25.9,0.9,Thurber Pond,104878.5106,1470.151889,25.916021,1470.151889
1974,Polygon ZM,1975,SL-1-P5080,0.993999,0.18786,Unnamed Water,4022.587996,302.332378,0.994002,302.332378
1975,Polygon ZM,1976,SL-1-P109-11-2-P118,744.478423,10.667905,Round Lake,3012809.34,17168.36305,744.480743,17168.36305
1976,Polygon ZM,1977,SL-1-P198,0.910112,0.162412,Unnamed Water,3683.10864,261.377571,0.910115,261.377571
1977,Polygon ZM,1978,SL-1-169-P5203,0.307915,0.085463,Unnamed Water,1246.09206,137.539476,0.307916,137.539476
1978,Polygon ZM,1979,SL-1-P293-8-P316,158.95701,2.410439,Lower Browns Tract Pond,643278.7709,3879.233587,158.957506,3879.233587
1979,Polygon ZM,1980,SL-1-P5120,1.255729,0.217476,Unnamed Water,5081.777111,349.993851,1.255733,349.993851
1980,Polygon ZM,1981,SL-1-P188,12.200045,0.569256,Panther Pond,49372.02847,916.130983,12.200083,916.130983
1981,Polygon ZM,1982,H-369-20-40-4A-P266B,3.130344,0.381981,Unnamed Water,12668.10393,614.739391,3.130354,614.739391
1982,Polygon ZM,1983,H-369-P127,1562.023795,14.4181,Great Sacandaga Lake,6321311.313,23203.72951,1562.028663,23203.72951
1983,Polygon ZM,1984,UH-P5277,0.623057,0.136277,Unnamed Water,2521.432636,219.317118,0.623059,219.317118
1989,Polygon ZM,1990,SL-1-P241-27-3-P250-2-P252,397.417878,7.392198,Rock Pond,1608299.526,11896.61394,397.419116,11896.61394
1990,Polygon ZM,1991,SL-25-P362,2.205999,0.30152,Grassy Pond,8927.395499,485.251004,2.206006,485.251004
1993,Polygon ZM,1994,H-369-P127,20928.48675,90.749047,Great Sacandaga Lake,84694919.81,146046.7264,20928.55197,146046.7264
1995,Polygon ZM,1996,H-369-20-23-6-P232,376.527578,5.188854,Spy Lake,1523759.142,8350.667407,376.528751,8350.667407
1996,Polygon ZM,1997,H-369-P127-69-P211A,34.835223,3.059509,Middle Flow,140973.7097,4923.811908,34.835332,4923.811908
1997,Polygon ZM,1998,H-369-20-23-P234,2805.148976,21.88813,Piseco Lake,11352080.56,35225.60114,2805.157717,35225.60114
1998,Polygon ZM,1999,UH-P5295,1.110997,0.181099,Unnamed Water,4496.063861,291.450834,1.111001,291.450834
1999,Polygon ZM,2000,H-369-29-9-4-P285A,1.978537,0.250359,Unnamed Water,8006.887113,402.91533,1.978543,402.91533
2006,Polygon ZM,2007,SL-1-P21A,140.169588,5.750435,Five Falls Reservoir,567248.4677,9254.446815,140.170025,9254.446815
2007,Polygon ZM,2008,SL-1-P35B,644.602716,8.660728,Stark Falls Reservoir,2608625.078,13938.11932,644.604725,13938.11932
2009,Polygon ZM,2010,H-369-20-14-P218A,1.341853,0.225155,Unnamed Water,5430.307946,362.352115,1.341857,362.352115
2010,Polygon ZM,2011,H-369-P127-48-11-P185-1-P186,77.179535,2.550331,Tenant Lake,312335.7461,4104.368304,77.179775,4104.368304
2011,Polygon ZM,2012,H-369-P127-69-P212,182.270607,6.50192,Livingston Lake,737625.9274,10463.84694,182.271175,10463.84694
2012,Polygon ZM,2013,H-369-P127-69-1-B-P5237,1.34985,0.211452,Unnamed Water,5462.670244,340.300276,1.349854,340.300276
2013,Polygon ZM,2014,H-369-P313-4-P314-3-P316-1-2-P316B,1.120349,0.229056,Unnamed Water,4533.909582,368.630608,1.120352,368.630608
2014,Polygon ZM,2015,UH-P311,3.034778,0.263512,Ackerman Pond,12281.36151,424.083002,3.034788,424.083002
2016,Polygon ZM,2017,SL-1-P17,0.454017,0.123969,Cold Pond,1837.349798,199.509027,0.454019,199.509027
2017,Polygon ZM,2018,SL-1-163-P5181,0.397027,0.116012,Unnamed Water,1606.717699,186.70428,0.397028,186.70428
2018,Polygon ZM,2019,SL-1-P5192,0.673108,0.151902,Unnamed Water,2723.982388,244.463143,0.67311,244.463143
2020,Polygon ZM,2021,SL-1-133-P191,186.767634,5.779312,Stony Creek Ponds,755824.8224,9300.919383,186.768216,9300.919383
2022,Polygon ZM,2023,SL-1-P109-11-P144,240.483704,11.107176,Hitchins Pond,973206.915,17875.30258,240.484453,17875.30258
2023,Polygon ZM,2024,SL-1-P109,4857.705888,47.967925,Tupper Lake,19658516.91,77197.04679,4857.721025,77197.04679
2024,Polygon ZM,2025,SL-1-P293-4-P304,314.198206,7.343099,Utowana Lake,1271520.115,11817.5964,314.199185,11817.5964
2025,Polygon ZM,2026,SL-1-P241-22-P245,431.914389,7.47855,South Pond,1747902.511,12035.58411,431.915735,12035.58411
2026,Polygon ZM,2027,SL-1-P109-11-15-P5111,0.247448,0.088664,Unnamed Water,1001.388944,142.691759,0.247448,142.691759
2027,Polygon ZM,2028,H-369-29-24-P294-2-P295,16.992522,0.813592,Upper Twin Pond,68766.57355,1309.351767,16.992575,1309.351767
2032,Polygon ZM,2033,SL-1-P276-1-P277,893.333371,11.33806,Brandreth Lake,3615206.349,18246.87508,893.336154,18246.87508
2033,Polygon ZM,2034,SL-1-P109-11-2-P120,2289.839191,22.757191,Little Tupper Lake,9266687.504,36624.22172,2289.846326,36624.22172
2034,Polygon ZM,2035,SL-1-P29A,640.346547,18.177897,Blake Falls Reservoir,2591400.901,29254.54834,640.348542,29254.54834
2035,Polygon ZM,2036,SL-1-133-P5151,4.961614,0.693331,Unnamed Water,20079.0194,1115.810323,4.961629,1115.810323
2036,Polygon ZM,2037,SL-1-P5201-1-P248,567.962099,5.553564,Lake Eaton,2298470.263,8937.6126,567.963869,8937.6126
2037,Polygon ZM,2038,H-369-20-9-5-P216A,2.553876,0.404482,Unnamed Water,10335.21021,650.952442,2.553884,650.952442
2052,Polygon ZM,2053,SL-25-73-26-9-3-P5178,1.172098,0.219146,Unnamed Water,4743.331504,352.682722,1.172102,352.682722
2054,Polygon ZM,2055,SL-25-101-P298-1-P5262,0.850216,0.153771,Unnamed Water,3440.715146,247.471195,0.850218,247.471195
2055,Polygon ZM,2056,SL-25-99-P5292,0.84399,0.159997,Unnamed Water,3415.519379,257.490561,0.843992,257.490561
2057,Polygon ZM,2058,SL-25-P5272,322.16066,12.412443,Newton Falls Reservoir Up,1303743.152,19975.93109,322.161664,19975.93109
2058,Polygon ZM,2059,SL-25-P301,233.99751,6.985395,Newton Falls Reservoir Lo,946958.1122,11241.92591,233.998239,11241.92591
2059,Polygon ZM,2060,SL-25-133-P365,54.931625,3.285441,Oven Lake,222301.2881,5287.414722,54.931796,5287.414722
2063,Polygon ZM,2064,SL-25-P5140,137.512727,4.310802,Browns Falls Reservoir,556496.4892,6937.577909,137.513156,6937.577909
2064,Polygon ZM,2065,SL-25-96-P5137,0.997089,0.208237,Unnamed Water,4035.091758,335.125732,0.997092,335.125732
2065,Polygon ZM,2066,SL-25-P5304,0.910967,0.15814,Unnamed Water,3686.566943,254.501643,0.91097,254.501643
2068,Polygon ZM,2069,SL-25-73-26-38-P186,15.036234,0.773717,Loon Hollow Pond,60849.72524,1245.179902,15.036281,1245.179902
2071,Polygon ZM,2072,SL-25-101-15-4-P276,0.542255,0.117646,Unnamed Water,2194.436604,189.332978,0.542257,189.332978
2072,Polygon ZM,2073,SL-25-101-24-8-P288,2.04856,0.211994,Pansy Pond,8290.260531,341.17175,2.048566,341.17175
2073,Polygon ZM,2074,SL-25-101-P5248,0.8994,0.171743,Unnamed Water,3639.757025,276.393647,0.899403,276.393647
2074,Polygon ZM,2075,SL-25-73-26-9-3-2-1-P5166,1.430053,0.214794,Unnamed Water,5787.243946,345.677971,1.430058,345.677971
2087,Polygon ZM,2088,SL-25-101-5-P267-1-P269,1.00462,0.153035,Bundy Pond,4065.570232,246.286243,1.004623,246.286243
2088,Polygon ZM,2089,SL-25-73-26-5-P150,0.717359,0.159399,Harrisville R&G Club Pond,2903.058556,256.528675,0.717361,256.528675
